pt_graph coeff
1126 0.05
1126 0.05
1126 0.05
1126 0.05
1126 0.05
1126 0.05
1126 0.5
1126 0.5
1126 0.5
1126 0.5
1126 0.5
1126 0.5
1126 0.5
1126 0.5
1127 0.05
1127 0.05
1127 0.05
1127 0.05
1127 0.05
1127 0.05
1127 0.5
1127 0.5
1127 0.5
1127 0.5
1127 0.5
1127 0.5
1127 0.5
1127 0.5
1128 0.05
1128 0.05
1128 0.05
1128 0.05
1128 0.05
1128 0.05
1128 0.5
1128 0.5
1128 0.5
1128 0.5
1128 0.5
1128 0.5
1128 0.5
1128 0.5
1129 0.05
1129 0.05
1129 0.05
1129 0.05
1129 0.05
1129 0.05
1129 0.5
1129 0.5
1129 0.5
1129 0.5
1129 0.5
1129 0.5
1129 0.5
1129 0.5
1130 0.05
1130 0.05
1130 0.05
1130 0.05
1130 0.05
1130 0.05
1130 0.5
1130 0.5
1130 0.5
1130 0.5
1130 0.5
1130 0.5
1130 0.5
1130 0.5
1200 0.05
1200 0.05
1200 0.05
1200 0.05
1200 0.05
1200 0.05
1200 0.5
1200 0.5
1200 0.5
1200 0.5
1200 0.5
1200 0.5
1200 0.5
1200 0.5
1201 0.05
1201 0.05
1201 0.05
1201 0.05
1201 0.05
1201 0.05
1201 0.5
1201 0.5
1201 0.5
1201 0.5
1201 0.5
1201 0.5
1201 0.5
1201 0.5
1202 0.05
1202 0.05
1202 0.05
1202 0.05
1202 0.05
1202 0.05
1202 0.5
1202 0.5
1202 0.5
1202 0.5
1202 0.5
1202 0.5
1202 0.5
1202 0.5
1203 0.05
1203 0.05
1203 0.05
1203 0.05
1203 0.05
1203 0.05
1203 0.5
1203 0.5
1203 0.5
1203 0.5
1203 0.5
1203 0.5
1203 0.5
1203 0.5
1204 0.05
1204 0.05
1204 0.05
1204 0.05
1204 0.05
1204 0.05
1204 0.5
1204 0.5
1204 0.5
1204 0.5
1204 0.5
1204 0.5
1204 0.5
1204 0.5
1205 0.05
1205 0.05
1205 0.05
1205 0.05
1205 0.05
1205 0.05
1205 0.5
1205 0.5
1205 0.5
1205 0.5
1205 0.5
1205 0.5
1205 0.5
1205 0.5
1206 0.05
1206 0.05
1206 0.05
1206 0.05
1206 0.05
1206 0.05
1206 0.5
1206 0.5
1206 0.5
1206 0.5
1206 0.5
1206 0.5
1206 0.5
1206 0.5
1207 0.05
1207 0.05
1207 0.05
1207 0.05
1207 0.05
1207 0.05
