pt_graph coeff
18 0.5
18 0.5
18 0.5
18 0.5
18 0.5
18 0.5
18 0.5
18 0.5
18 0.5
18 0.05
18 0.05
18 0.05
18 0.05
18 0.05
19 0.5
19 0.5
19 0.5
19 0.5
19 0.5
19 0.5
19 0.5
19 0.5
19 0.5
19 0.05
19 0.05
19 0.05
19 0.05
19 0.05
20 0.5
20 0.5
20 0.5
20 0.5
20 0.5
20 0.5
20 0.5
20 0.5
20 0.5
20 0.05
20 0.05
20 0.05
20 0.05
20 0.05
21 0.5
21 0.5
21 0.5
21 0.5
21 0.5
21 0.5
21 0.5
21 0.5
21 0.5
21 0.05
21 0.05
21 0.05
21 0.05
21 0.05
22 0.5
22 0.5
22 0.5
22 0.5
22 0.5
22 0.5
22 0.5
22 0.5
22 0.5
22 0.05
22 0.05
22 0.05
22 0.05
22 0.05
28 0.5
28 0.5
28 0.5
28 0.5
28 0.5
28 0.5
28 0.5
28 0.5
28 0.5
28 0.05
28 0.05
28 0.05
28 0.05
28 0.05
29 0.5
29 0.5
29 0.5
29 0.5
29 0.5
29 0.5
29 0.5
29 0.5
29 0.5
29 0.05
29 0.05
29 0.05
29 0.05
29 0.05
30 0.5
30 0.5
30 0.5
30 0.5
30 0.5
30 0.5
30 0.5
30 0.5
30 0.5
30 0.05
30 0.05
30 0.05
30 0.05
30 0.05
31 0.5
31 0.5
31 0.5
31 0.5
31 0.5
31 0.5
31 0.5
31 0.5
31 0.5
31 0.05
31 0.05
31 0.05
31 0.05
31 0.05
32 0.5
32 0.5
32 0.5
32 0.5
32 0.5
32 0.5
32 0.5
32 0.5
32 0.5
32 0.05
32 0.05
32 0.05
32 0.05
32 0.05
33 0.5
33 0.5
33 0.5
33 0.5
33 0.5
33 0.5
33 0.5
33 0.5
33 0.5
33 0.05
33 0.05
33 0.05
33 0.05
33 0.05
34 0.5
34 0.5
34 0.5
34 0.5
34 0.5
34 0.5
34 0.5
34 0.5
34 0.5
34 0.05
34 0.05
34 0.05
34 0.05
34 0.05
46 0.5
46 0.5
46 0.5
46 0.5
46 0.5
46 0.5
46 0.5
46 0.5
46 0.5
46 0.05
46 0.05
46 0.05
46 0.05
46 0.05
47 0.5
47 0.5
47 0.5
47 0.5
47 0.5
47 0.5
47 0.5
47 0.5
47 0.5
47 0.05
47 0.05
47 0.05
47 0.05
47 0.05
48 0.5
48 0.5
48 0.5
48 0.5
48 0.5
48 0.5
48 0.5
48 0.5
48 0.5
48 0.05
48 0.05
48 0.05
48 0.05
48 0.05
49 0.5
49 0.5
49 0.5
49 0.5
49 0.5
49 0.5
49 0.5
49 0.5
49 0.5
49 0.05
49 0.05
49 0.05
49 0.05
49 0.05
50 0.5
50 0.5
50 0.5
50 0.5
50 0.5
50 0.5
50 0.5
50 0.5
50 0.5
50 0.05
50 0.05
50 0.05
50 0.05
50 0.05
51 0.5
51 0.5
51 0.5
51 0.5
51 0.5
51 0.5
51 0.5
51 0.5
51 0.5
51 0.05
51 0.05
51 0.05
51 0.05
51 0.05
52 0.5
52 0.5
52 0.5
52 0.5
52 0.5
52 0.5
52 0.5
52 0.5
52 0.5
52 0.05
52 0.05
52 0.05
52 0.05
52 0.05
68 0.5
68 0.5
68 0.5
68 0.5
68 0.5
68 0.5
68 0.5
68 0.5
68 0.5
68 0.05
68 0.05
68 0.05
68 0.05
68 0.05
69 0.5
69 0.5
69 0.5
69 0.5
69 0.5
69 0.5
69 0.5
69 0.5
69 0.5
69 0.05
69 0.05
69 0.05
69 0.05
69 0.05
70 0.5
70 0.5
70 0.5
70 0.5
70 0.5
70 0.5
70 0.5
70 0.5
70 0.5
70 0.05
70 0.05
70 0.05
70 0.05
70 0.05
71 0.5
71 0.5
71 0.5
71 0.5
71 0.5
71 0.5
71 0.5
71 0.5
71 0.5
71 0.05
71 0.05
71 0.05
71 0.05
71 0.05
72 0.5
72 0.5
72 0.5
72 0.5
72 0.5
72 0.5
72 0.5
72 0.5
72 0.5
72 0.05
72 0.05
72 0.05
72 0.05
72 0.05
73 0.5
73 0.5
73 0.5
73 0.5
73 0.5
73 0.5
73 0.5
73 0.5
73 0.5
73 0.05
73 0.05
73 0.05
73 0.05
73 0.05
74 0.5
74 0.5
74 0.5
74 0.5
74 0.5
74 0.5
74 0.5
74 0.5
74 0.5
74 0.05
74 0.05
74 0.05
74 0.05
74 0.05
87 0.5
87 0.5
87 0.5
87 0.5
87 0.5
87 0.5
87 0.5
87 0.5
87 0.5
87 0.05
87 0.05
87 0.05
87 0.05
87 0.05
88 0.5
88 0.5
88 0.5
88 0.5
88 0.5
88 0.5
88 0.5
88 0.5
88 0.5
88 0.05
88 0.05
88 0.05
88 0.05
88 0.05
89 0.5
89 0.5
89 0.5
89 0.5
89 0.5
89 0.5
89 0.5
89 0.5
89 0.5
89 0.05
89 0.05
89 0.05
89 0.05
89 0.05
90 0.5
90 0.5
90 0.5
90 0.5
90 0.5
90 0.5
90 0.5
90 0.5
90 0.5
90 0.05
90 0.05
90 0.05
90 0.05
90 0.05
91 0.5
91 0.5
91 0.5
91 0.5
91 0.5
91 0.5
91 0.5
91 0.5
91 0.5
91 0.05
91 0.05
91 0.05
91 0.05
91 0.05
92 0.5
92 0.5
92 0.5
92 0.5
92 0.5
92 0.5
92 0.5
92 0.5
92 0.5
92 0.05
92 0.05
92 0.05
92 0.05
92 0.05
93 0.5
93 0.5
93 0.5
93 0.5
93 0.5
93 0.5
93 0.5
93 0.5
93 0.5
93 0.05
93 0.05
93 0.05
93 0.05
93 0.05
94 0.5
94 0.5
94 0.5
94 0.5
94 0.5
94 0.5
94 0.5
94 0.5
94 0.5
94 0.05
94 0.05
94 0.05
94 0.05
94 0.05
108 0.5
108 0.5
108 0.5
108 0.5
108 0.5
108 0.5
108 0.5
108 0.5
108 0.5
108 0.05
108 0.05
108 0.05
108 0.05
108 0.05
109 0.5
109 0.5
109 0.5
109 0.5
109 0.5
109 0.5
109 0.5
109 0.5
109 0.5
109 0.05
109 0.05
109 0.05
109 0.05
109 0.05
110 0.5
110 0.5
110 0.5
110 0.5
110 0.5
110 0.5
110 0.5
110 0.5
110 0.5
110 0.05
110 0.05
110 0.05
110 0.05
110 0.05
111 0.5
111 0.5
111 0.5
111 0.5
111 0.5
111 0.5
111 0.5
111 0.5
111 0.5
111 0.05
111 0.05
111 0.05
111 0.05
111 0.05
112 0.5
112 0.5
112 0.5
112 0.5
112 0.5
112 0.5
112 0.5
112 0.5
112 0.5
112 0.05
112 0.05
112 0.05
112 0.05
112 0.05
113 0.5
113 0.5
113 0.5
113 0.5
113 0.5
113 0.5
113 0.5
113 0.5
113 0.5
113 0.05
113 0.05
113 0.05
113 0.05
113 0.05
114 0.5
114 0.5
114 0.5
114 0.5
114 0.5
114 0.5
114 0.5
114 0.5
114 0.5
114 0.05
114 0.05
114 0.05
114 0.05
114 0.05
115 0.5
115 0.5
115 0.5
115 0.5
115 0.5
115 0.5
115 0.5
115 0.5
115 0.5
115 0.05
115 0.05
115 0.05
115 0.05
115 0.05
122 0.5
122 0.5
122 0.5
122 0.5
122 0.5
122 0.5
122 0.5
122 0.5
122 0.5
122 0.05
122 0.05
122 0.05
122 0.05
122 0.05
123 0.5
123 0.5
123 0.5
123 0.5
123 0.5
123 0.5
123 0.5
123 0.5
123 0.5
123 0.05
123 0.05
123 0.05
123 0.05
123 0.05
124 0.5
124 0.5
124 0.5
124 0.5
124 0.5
124 0.5
124 0.5
124 0.5
124 0.5
124 0.05
124 0.05
124 0.05
124 0.05
124 0.05
125 0.5
125 0.5
125 0.5
125 0.5
125 0.5
125 0.5
125 0.5
125 0.5
125 0.5
125 0.05
125 0.05
125 0.05
125 0.05
125 0.05
126 0.5
126 0.5
126 0.5
126 0.5
126 0.5
126 0.5
126 0.5
126 0.5
126 0.5
126 0.05
126 0.05
126 0.05
126 0.05
126 0.05
127 0.5
127 0.5
127 0.5
127 0.5
127 0.5
127 0.5
127 0.5
127 0.5
127 0.5
