pt_graph landings
18 0
19 0
20 0
21 0
22 0
28 0
29 0
30 0
31 0
32 0
33 0
34 0
46 0
47 0
48 0
49 0
50 0
51 0
52 0
68 0
69 0
70 0
71 0
72 0
73 0
74 0
87 0
88 0
89 0
90 0
91 0
92 0
93 0
94 0
108 0
109 0
110 0
111 0
112 0
113 0
114 0
115 0
122 0
123 0
124 0
125 0
126 0
127 0
128 0
129 0
130 0
131 0
139 0
140 0
141 0
142 0
143 0
144 0
145 0
146 0
147 0
148 0
149 0
168 0
169 0
170 0
171 0
172 0
173 0
174 0
175 0
176 0
177 0
178 0
198 0
199 0
200 0
201 0
202 0
203 0
205 0
206 0
207 0
208 0
209 0
210 0
211 0
212 0
213 0
214 0
215 0
216 0
217 0
218 0
239 0
240 0
241 0
242 0
243 0
244 0
245 0
246 0
247 0
248 0
249 0
250 0
251 0
252 0
253 0
254 0
255 0
256 0
257 0
258 0
259 0
260 0
261 0
262 0
263 0
264 0
265 0
266 0
292 0
293 0
294 0
295 0
296 0
297 0
298 0
299 0
300 0
301 0
302 0
303 0
304 0
305 0
306 0
307 0
308 0
309 0
310 0
311 0
312 0
313 0
314 0
315 0
316 0
317 0
346 0
347 0
348 0
349 0
350 0
351 0
352 0
353 0
354 0
355 0
356 0
357 0
358 0
359 0
360 0
361 0
362 0
363 0
364 0
365 0
366 0
367 0
368 0
369 0
370 0
371 0
372 0
405 0
406 0
407 0
408 0
409 0
410 0
411 0
412 0
413 0
414 0
415 0
416 0
417 0
418 0
419 0
420 0
421 0
422 0
423 0
424 0
425 0
426 0
427 0
428 0
429 0
430 0
431 0
432 0
433 0
465 0
466 0
467 0
468 0
469 0
470 0
471 0
472 0
473 0
474 0
475 0
476 0
477 0
478 0
479 0
480 0
481 0
482 0
483 0
484 0
485 0
486 0
487 0
488 0
489 0
490 0
491 0
492 0
493 0
494 0
495 0
496 0
497 0
533 0
534 0
535 0
536 0
537 0
538 0
539 0
540 0
541 0
542 0
543 0
544 0
545 0
546 0
547 0
548 0
549 0
550 0
551 0
552 0
553 0
554 0
555 0
556 0
557 0
558 0
559 0
560 0
561 0
562 0
563 0
564 0
565 0
566 0
567 0
604 0
605 0
606 0
607 0
608 0
609 0
610 0
611 0
612 0
613 0
614 0
615 0
616 0
617 0
620 0
621 0
622 0
623 0
624 0
625 0
626 0
627 0
628 0
629 0
630 0
631 0
632 0
633 0
634 0
635 0
673 0
674 0
675 0
676 0
677 0
678 0
679 0
680 0
681 0
682 0
683 0
684 0
685 0
686 0
693 0
694 0
695 0
696 0
697 0
698 0
699 0
700 0
752 0
753 0
754 0
755 0
756 0
757 0
758 0
759 0
760 0
761 0
762 0
763 0
838 0
839 0
840 0
841 0
842 0
843 0
844 0
845 0
846 0
847 0
848 0
849 0
922 0
923 0
924 0
925 0
926 0
927 0
928 0
929 0
930 0
931 0
932 0
1002 0
1003 0
1004 0
1005 0
1006 0
1007 0
1073 0
1074 0
1075 0
1076 0
1142 0
1143 0
1144 0
1145 0
1146 0
1223 0
1224 0
1225 0
1226 0
1227 0
1228 0
1229 0
1306 0
1307 0
1308 0
1309 0
1310 0
1311 0
1312 0
1313 0
1394 0
1395 0
1396 0
1397 0
1398 0
1399 0
1490 0
1491 0
1492 0
1493 0
1588 0
1812 0
1813 0
1814 0
1891 0
1892 0
1893 0
1894 0
1895 0
1896 0
1897 0
1898 0
1978 0
1979 0
1980 0
1981 0
1982 0
1983 0
1984 0
1985 0
1986 0
1987 0
1988 0
2068 0
2069 0
2070 0
2071 0
2072 0
2073 0
2074 0
2075 0
2076 0
2077 0
2078 0
2079 0
2080 0
2081 0
2082 0
2083 0
2084 0
2157 0
2158 0
2159 0
2160 0
2161 0
2162 0
2163 0
2164 0
2165 0
2166 0
2167 0
2168 0
2169 0
2170 0
2171 0
2172 0
2173 0
2174 0
2175 0
2176 0
2242 0
2243 0
2244 0
2245 0
2246 0
2247 0
2248 0
2249 0
2250 0
2251 0
2252 0
2253 0
2254 0
2255 0
2256 0
2257 0
2258 0
2259 0
2260 0
2261 0
2262 0
2263 0
2330 0
2331 0
2332 0
2333 0
2334 0
2335 0
2336 0
2337 0
2338 0
2339 0
2340 0
2341 0
2342 0
2343 0
2344 0
2345 0
2346 0
2347 0
2348 0
2349 0
2350 0
2351 0
2416 0
2417 0
2418 0
2419 0
2420 0
2421 0
2422 0
2423 0
2424 0
2425 0
2426 0
2427 0
2428 0
2429 0
2430 0
2431 0
2432 0
2433 0
2434 0
2435 0
2436 0
2501 0
2502 0
2503 0
2504 0
2505 0
2506 0
2507 0
2508 0
2509 0
2510 0
2511 0
2512 0
2513 0
2514 0
2515 0
2516 0
2517 0
2518 0
2519 0
2520 0
2521 0
2587 0
2588 0
2589 0
2590 0
2591 0
2592 0
2593 0
2594 0
2595 0
2596 0
2597 0
2598 0
2599 0
2600 0
2601 0
2602 0
2603 0
2604 0
2605 0
2606 0
2674 0
2675 0
2676 0
2677 0
2678 0
2679 0
2680 0
2681 0
2682 0
2683 0
2684 0
2685 0
2686 0
2687 0
2688 0
2689 0
2690 0
2691 0
2692 0
2693 0
2764 0
2765 0
2766 0
2767 0
2768 0
2769 0
2770 0
2771 0
2772 0
2773 0
2774 0
2775 0
2776 0
2777 0
2778 0
2779 0
2780 0
2781 0
2856 0
2857 0
2858 0
2859 0
2860 0
2861 0
2862 0
2863 0
2864 0
2865 0
2866 0
2867 0
2868 0
2869 0
2959 0
2960 0
2961 0
2962 0
2963 0
2964 0
2965 0
2966 0
2967 0
2968 0
2969 0
3056 0
3057 0
3058 0
3059 0
3060 0
3061 0
3062 0
3063 0
3149 0
3150 0
3151 0
3152 0
3153 0
3242 0
3318 0
3319 0
3408 0
3409 0
3410 0
3411 0
3497 0
3498 0
3499 0
3582 0
3583 0
3584 0
3585 0
3665 0
3666 0
3667 0
3668 0
3669 0
3749 0
3750 0
3751 0
3752 0
3753 0
3754 0
3755 0
3756 0
3838 0
3839 0
3840 0
3841 0
3842 0
3843 0
3844 0
3928 0
3929 0
3930 0
3931 0
4016 0
4017 0
4018 0
4019 0
4020 0
4104 0
4105 0
4106 0
4107 0
4108 0
4109 0
4195 0
4196 0
4197 0
4198 0
4199 0
4200 0
4288 0
4289 0
4290 0
4291 0
4379 0
4380 0
4381 0
4382 0
4469 0
4470 0
4471 0
4557 0
4643 0
4727 0
4728 0
4729 0
4730 0
4731 0
4814 0
4815 0
4816 0
4817 0
4818 0
4900 0
4901 0
4902 0
4903 0
4984 0
4985 0
4986 0
4987 0
5068 0
5069 0
9858 0
9898 0
9901 0
9903 0
9906 0
9907 0
9909 0
9913 0
9921 0
9928 0
9958 0
9983 0
10025 0
10038 0
10048 0
10064 0
10086 0
10094 0
10106 0
10107 0
10110 0
10111 0
